"";"municipio";"uf";"x"
"5127";"CORGUINHO";"MS";1
"5128";"CORONEL SAPUCAIA";"MS";1
"5129";"CORUMBÁ";"MS";1
"5130";"COSTA RICA";"MS";1
"5131";"COXIM";"MS";1
"5132";"DEODÁPOLIS";"MS";1
"5133";"DOIS IRMÃOS DO BURITI";"MS";1
"5134";"DOURADINA";"MS";1
"5135";"DOURADOS";"MS";1
"5136";"ELDORADO";"MS";1
"5137";"FÁTIMA DO SUL";"MS";1
"5138";"FIGUEIRÃO";"MS";1
"5139";"GLÓRIA DE DOURADOS";"MS";1
"5140";"GUIA LOPES DA LAGUNA";"MS";1
"5141";"IGUATEMI";"MS";1
"5142";"INOCÊNCIA";"MS";1
"5143";"ITAPORÃ";"MS";1
"5144";"ITAQUIRAÍ";"MS";1
"5145";"IVINHEMA";"MS";1
"5146";"JAPORÃ";"MS";1
"5147";"JARAGUARI";"MS";1
"5148";"JARDIM";"MS";1
"5149";"JATEÍ";"MS";1
"5150";"JUTI";"MS";1
"5151";"LADÁRIO";"MS";1
"5152";"LAGUNA CARAPÃ";"MS";1
"5153";"MARACAJU";"MS";1
"5154";"MIRANDA";"MS";1
"5155";"MUNDO NOVO";"MS";1
"5156";"NAVIRAÍ";"MS";1
"5157";"NIOAQUE";"MS";1
"5158";"NOVA ALVORADA DO SUL";"MS";1
"5159";"NOVA ANDRADINA";"MS";1
"5160";"NOVO HORIZONTE DO SUL";"MS";1
"5161";"PARAÍSO DAS ÁGUAS";"MS";1
"5162";"PARANAÍBA";"MS";1
"5163";"PARANHOS";"MS";1
"5164";"PEDRO GOMES";"MS";1
"5165";"PONTA PORÃ";"MS";1
"5166";"PORTO MURTINHO";"MS";1
"5167";"RIBAS DO RIO PARDO";"MS";1
"5168";"RIO BRILHANTE";"MS";1
"5169";"RIO NEGRO";"MS";1
"5170";"RIO VERDE DE MATO GROSSO";"MS";1
"5171";"ROCHEDO";"MS";1
"5172";"SANTA RITA DO PARDO";"MS";1
"5173";"SÃO GABRIEL DO OESTE";"MS";1
"5174";"SELVÍRIA";"MS";1
"5175";"SETE QUEDAS";"MS";1
"5176";"SIDROLÂNDIA";"MS";1
"5177";"SONORA";"MS";1
"5178";"TACURU";"MS";1
"5179";"TAQUARUSSU";"MS";1
"5180";"TERENOS";"MS";1
"5181";"TRÊS LAGOAS";"MS";1
"5182";"VICENTINA";"MS";1
"5183";"ACORIZAL";"MT";1
"5184";"ÁGUA BOA";"MT";1
"5185";"ALTA FLORESTA";"MT";1
"5186";"ALTO ARAGUAIA";"MT";1
"5187";"ALTO BOA VISTA";"MT";1
"5188";"ALTO GARÇAS";"MT";1
"5189";"ALTO PARAGUAI";"MT";1
"5190";"ALTO TAQUARI";"MT";1
"5191";"APIACÁS";"MT";1
"5192";"ARAGUAIANA";"MT";1
"5193";"ARAGUAINHA";"MT";1
"5194";"ARAPUTANGA";"MT";1
"5195";"ARENÁPOLIS";"MT";1
"5196";"ARIPUANÃ";"MT";1
"5197";"BARÃO DE MELGAÇO";"MT";1
"5198";"BARRA DO BUGRES";"MT";1
"5199";"BARRA DO GARÇAS";"MT";1
"5200";"BOM JESUS DO ARAGUAIA";"MT";1
"5201";"BRASNORTE";"MT";1
"5202";"CÁCERES";"MT";1
"5203";"CAMPINÁPOLIS";"MT";1
"5204";"CAMPO NOVO DO PARECIS";"MT";1
"5205";"CAMPO VERDE";"MT";1
"5206";"CAMPOS DE JÚLIO";"MT";1
"5207";"CANABRAVA DO NORTE";"MT";1
"5208";"CANARANA";"MT";1
"5209";"CARLINDA";"MT";1
"5210";"CASTANHEIRA";"MT";1
"5211";"CHAPADA DOS GUIMARÃES";"MT";1
"5212";"CLÁUDIA";"MT";1
"5213";"COCALINHO";"MT";1
"5214";"COLÍDER";"MT";1
"5215";"COLNIZA";"MT";1
"5216";"COMODORO";"MT";1
"5217";"CONFRESA";"MT";1
"5218";"CONQUISTA D'OESTE";"MT";1
"5219";"COTRIGUAÇU";"MT";1
"5220";"CUIABÁ";"MT";1
"5221";"CURVELÂNDIA";"MT";1
"5222";"DENISE";"MT";1
"5223";"DIAMANTINO";"MT";1
"5224";"DOM AQUINO";"MT";1
"5225";"FELIZ NATAL";"MT";1
"5226";"FIGUEIRÓPOLIS D'OESTE";"MT";1
"5227";"GAÚCHA DO NORTE";"MT";1
"5228";"GENERAL CARNEIRO";"MT";1
"5229";"GLÓRIA D'OESTE";"MT";1
"5230";"GUARANTÃ DO NORTE";"MT";1
"5231";"GUIRATINGA";"MT";1
"5232";"INDIAVAÍ";"MT";1
"5233";"IPIRANGA DO NORTE";"MT";1
"5234";"ITANHANGÁ";"MT";1
"5235";"ITAÚBA";"MT";1
"5236";"ITIQUIRA";"MT";1
"5237";"JACIARA";"MT";1
"5238";"JANGADA";"MT";1
"5239";"JAURU";"MT";1
"5240";"JUARA";"MT";1
"5241";"JUÍNA";"MT";1
"5242";"JURUENA";"MT";1
"5243";"JUSCIMEIRA";"MT";1
"5244";"LAMBARI D'OESTE";"MT";1
"5245";"LUCAS DO RIO VERDE";"MT";1
"5246";"LUCIARA";"MT";1
"5247";"MARCELÂNDIA";"MT";1
"5248";"MATUPÁ";"MT";1
"5249";"MIRASSOL D'OESTE";"MT";1
"5250";"NOBRES";"MT";1
"5251";"NORTELÂNDIA";"MT";1
"5252";"NOSSA SENHORA DO LIVRAMENTO";"MT";1
"5253";"NOVA BANDEIRANTES";"MT";1
"5254";"NOVA BRASILÂNDIA";"MT";1
"5255";"NOVA CANAÃ DO NORTE";"MT";1
"5256";"NOVA GUARITA";"MT";1
"5257";"NOVA LACERDA";"MT";1
"5258";"NOVA MARILÂNDIA";"MT";1
"5259";"NOVA MARINGÁ";"MT";1
"5260";"NOVA MONTE VERDE";"MT";1
"5261";"NOVA MUTUM";"MT";1
"5262";"NOVA NAZARÉ";"MT";1
"5263";"NOVA OLÍMPIA";"MT";1
"5264";"NOVA SANTA HELENA";"MT";1
"5265";"NOVA UBIRATÃ";"MT";1
"5266";"NOVA XAVANTINA";"MT";1
"5267";"NOVO HORIZONTE DO NORTE";"MT";1
"5268";"NOVO MUNDO";"MT";1
"5269";"NOVO SANTO ANTÔNIO";"MT";1
"5270";"NOVO SÃO JOAQUIM";"MT";1
"5271";"PARANAÍTA";"MT";1
"5272";"PARANATINGA";"MT";1
"5273";"PEDRA PRETA";"MT";1
"5274";"PEIXOTO DE AZEVEDO";"MT";1
"5275";"PLANALTO DA SERRA";"MT";1
"5276";"POCONÉ";"MT";1
"5277";"PONTAL DO ARAGUAIA";"MT";1
"5278";"PONTE BRANCA";"MT";1
"5279";"PONTES E LACERDA";"MT";1
"5280";"PORTO ALEGRE DO NORTE";"MT";1
"5281";"PORTO DOS GAÚCHOS";"MT";1
"5282";"PORTO ESPERIDIÃO";"MT";1
"5283";"PORTO ESTRELA";"MT";1
"5284";"POXORÉU";"MT";1
"5285";"PRIMAVERA DO LESTE";"MT";1
"5286";"QUERÊNCIA";"MT";1
"5287";"RESERVA DO CABAÇAL";"MT";1
"5288";"RIBEIRÃO CASCALHEIRA";"MT";1
"5289";"RIBEIRÃOZINHO";"MT";1
"5290";"RIO BRANCO";"MT";1
"5291";"RONDOLÂNDIA";"MT";1
"5292";"RONDONÓPOLIS";"MT";1
"5293";"ROSÁRIO OESTE";"MT";1
"5294";"SALTO DO CÉU";"MT";1
"5295";"SANTA CARMEM";"MT";1
"5296";"SANTA CRUZ DO XINGU";"MT";1
"5297";"SANTA RITA DO TRIVELATO";"MT";1
"5298";"SANTA TEREZINHA";"MT";1
"5299";"SANTO AFONSO";"MT";1
"5300";"SANTO ANTÔNIO DO LESTE";"MT";1
"5301";"SANTO ANTÔNIO DO LEVERGER";"MT";1
"5302";"SÃO FÉLIX DO ARAGUAIA";"MT";1
"5303";"SÃO JOSÉ DO POVO";"MT";1
"5304";"SÃO JOSÉ DO RIO CLARO";"MT";1
"5305";"SÃO JOSÉ DO XINGU";"MT";1
"5306";"SÃO JOSÉ DOS QUATRO MARCOS";"MT";1
"5307";"SÃO PEDRO DA CIPA";"MT";1
"5308";"SAPEZAL";"MT";1
"5309";"SERRA NOVA DOURADA";"MT";1
"5310";"SINOP";"MT";1
"5311";"SORRISO";"MT";1
"5312";"TABAPORÃ";"MT";1
"5313";"TANGARÁ DA SERRA";"MT";1
"5314";"TAPURAH";"MT";1
"5315";"TERRA NOVA DO NORTE";"MT";1
"5316";"TESOURO";"MT";1
"5317";"TORIXORÉU";"MT";1
"5318";"UNIÃO DO SUL";"MT";1
"5319";"VALE DE SÃO DOMINGOS";"MT";1
"5320";"VÁRZEA GRANDE";"MT";1
"5321";"VERA";"MT";1
"5322";"VILA BELA DA SANTÍSSIMA TRINDADE";"MT";1
"5323";"VILA RICA";"MT";1
"5324";"ABADIA DE GOIÁS";"GO";1
"5325";"ABADIÂNIA";"GO";1
"5326";"ACREÚNA";"GO";1
"5327";"ADELÂNDIA";"GO";1
"5328";"ÁGUA FRIA DE GOIÁS";"GO";1
"5329";"ÁGUA LIMPA";"GO";1
"5330";"ÁGUAS LINDAS DE GOIÁS";"GO";1
"5331";"ALEXÂNIA";"GO";1
"5332";"ALOÂNDIA";"GO";1
"5333";"ALTO HORIZONTE";"GO";1
"5334";"ALTO PARAÍSO DE GOIÁS";"GO";1
"5335";"ALVORADA DO NORTE";"GO";1
"5336";"AMARALINA";"GO";1
"5337";"AMERICANO DO BRASIL";"GO";1
"5338";"AMORINÓPOLIS";"GO";1
"5339";"ANÁPOLIS";"GO";1
"5340";"ANHANGUERA";"GO";1
"5341";"ANICUNS";"GO";1
"5342";"APARECIDA DE GOIÂNIA";"GO";1
"5343";"APARECIDA DO RIO DOCE";"GO";1
"5344";"APORÉ";"GO";1
"5345";"ARAÇU";"GO";1
"5346";"ARAGARÇAS";"GO";1
"5347";"ARAGOIÂNIA";"GO";1
"5348";"ARAGUAPAZ";"GO";1
"5349";"ARENÓPOLIS";"GO";1
"5350";"ARUANÃ";"GO";1
"5351";"AURILÂNDIA";"GO";1
"5352";"AVELINÓPOLIS";"GO";1
"5353";"BALIZA";"GO";1
"5354";"BARRO ALTO";"GO";1
"5355";"BELA VISTA DE GOIÁS";"GO";1
"5356";"BOM JARDIM DE GOIÁS";"GO";1
"5357";"BOM JESUS DE GOIÁS";"GO";1
"5358";"BONFINÓPOLIS";"GO";1
"5359";"BONÓPOLIS";"GO";1
"5360";"BRAZABRANTES";"GO";1
"5361";"BRITÂNIA";"GO";1
"5362";"BURITI ALEGRE";"GO";1
"5363";"BURITI DE GOIÁS";"GO";1
"5364";"BURITINÓPOLIS";"GO";1
"5365";"CABECEIRAS";"GO";1
"5366";"CACHOEIRA ALTA";"GO";1
"5367";"CACHOEIRA DE GOIÁS";"GO";1
"5368";"CACHOEIRA DOURADA";"GO";1
"5369";"CAÇU";"GO";1
"5370";"CAIAPÔNIA";"GO";1
"5371";"CALDAS NOVAS";"GO";1
"5372";"CALDAZINHA";"GO";1
"5373";"CAMPESTRE DE GOIÁS";"GO";1
"5374";"CAMPINAÇU";"GO";1
"5375";"CAMPINORTE";"GO";1
"5376";"CAMPO ALEGRE DE GOIÁS";"GO";1
"5377";"CAMPO LIMPO DE GOIÁS";"GO";1
"5378";"CAMPOS BELOS";"GO";1
"5379";"CAMPOS VERDES";"GO";1
"5380";"CARMO DO RIO VERDE";"GO";1
"5381";"CASTELÂNDIA";"GO";1
"5382";"CATALÃO";"GO";1
"5383";"CATURAÍ";"GO";1
"5384";"CAVALCANTE";"GO";1
"5385";"CERES";"GO";1
"5386";"CEZARINA";"GO";1
"5387";"CHAPADÃO DO CÉU";"GO";1
"5388";"CIDADE OCIDENTAL";"GO";1
"5389";"COCALZINHO DE GOIÁS";"GO";1
"5390";"COLINAS DO SUL";"GO";1
"5391";"CÓRREGO DO OURO";"GO";1
"5392";"CORUMBÁ DE GOIÁS";"GO";1
"5393";"CORUMBAÍBA";"GO";1
"5394";"CRISTALINA";"GO";1
"5395";"CRISTIANÓPOLIS";"GO";1
"5396";"CRIXÁS";"GO";1
"5397";"CROMÍNIA";"GO";1
"5398";"CUMARI";"GO";1
"5399";"DAMIANÓPOLIS";"GO";1
"5400";"DAMOLÂNDIA";"GO";1
"5401";"DAVINÓPOLIS";"GO";1
"5402";"DIORAMA";"GO";1
"5403";"DIVINÓPOLIS DE GOIÁS";"GO";1
"5404";"DOVERLÂNDIA";"GO";1
"5405";"EDEALINA";"GO";1
"5406";"EDÉIA";"GO";1
"5407";"ESTRELA DO NORTE";"GO";1
"5408";"FAINA";"GO";1
"5409";"FAZENDA NOVA";"GO";1
"5410";"FIRMINÓPOLIS";"GO";1
"5411";"FLORES DE GOIÁS";"GO";1
"5412";"FORMOSA";"GO";1
"5413";"FORMOSO";"GO";1
"5414";"GAMELEIRA DE GOIÁS";"GO";1
"5415";"GOIANÁPOLIS";"GO";1
"5416";"GOIANDIRA";"GO";1
"5417";"GOIANÉSIA";"GO";1
"5418";"GOIÂNIA";"GO";1
"5419";"GOIANIRA";"GO";1
"5420";"GOIÁS";"GO";1
"5421";"GOIATUBA";"GO";1
"5422";"GOUVELÂNDIA";"GO";1
"5423";"GUAPÓ";"GO";1
"5424";"GUARAÍTA";"GO";1
"5425";"GUARANI DE GOIÁS";"GO";1
"5426";"GUARINOS";"GO";1
"5427";"HEITORAÍ";"GO";1
"5428";"HIDROLÂNDIA";"GO";1
"5429";"HIDROLINA";"GO";1
"5430";"IACIARA";"GO";1
"5431";"INACIOLÂNDIA";"GO";1
"5432";"INDIARA";"GO";1
"5433";"INHUMAS";"GO";1
"5434";"IPAMERI";"GO";1
"5435";"IPIRANGA DE GOIÁS";"GO";1
"5436";"IPORÁ";"GO";1
"5437";"ISRAELÂNDIA";"GO";1
"5438";"ITABERAÍ";"GO";1
"5439";"ITAGUARI";"GO";1
"5440";"ITAGUARU";"GO";1
"5441";"ITAJÁ";"GO";1
"5442";"ITAPACI";"GO";1
"5443";"ITAPIRAPUÃ";"GO";1
"5444";"ITAPURANGA";"GO";1
"5445";"ITARUMÃ";"GO";1
"5446";"ITAUÇU";"GO";1
"5447";"ITUMBIARA";"GO";1
"5448";"IVOLÂNDIA";"GO";1
"5449";"JANDAIA";"GO";1
"5450";"JARAGUÁ";"GO";1
"5451";"JATAÍ";"GO";1
"5452";"JAUPACI";"GO";1
"5453";"JESÚPOLIS";"GO";1
"5454";"JOVIÂNIA";"GO";1
"5455";"JUSSARA";"GO";1
"5456";"LAGOA SANTA";"GO";1
"5457";"LEOPOLDO DE BULHÕES";"GO";1
"5458";"LUZIÂNIA";"GO";1
"5459";"MAIRIPOTABA";"GO";1
"5460";"MAMBAÍ";"GO";1
"5461";"MARA ROSA";"GO";1
"5462";"MARZAGÃO";"GO";1
"5463";"MATRINCHÃ";"GO";1
"5464";"MAURILÂNDIA";"GO";1
"5465";"MIMOSO DE GOIÁS";"GO";1
"5466";"MINAÇU";"GO";1
"5467";"MINEIROS";"GO";1
"5468";"MOIPORÁ";"GO";1
"5469";"MONTE ALEGRE DE GOIÁS";"GO";1
"5470";"MONTES CLAROS DE GOIÁS";"GO";1
"5471";"MONTIVIDIU";"GO";1
"5472";"MONTIVIDIU DO NORTE";"GO";1
"5473";"MORRINHOS";"GO";1
"5474";"MORRO AGUDO DE GOIÁS";"GO";1
"5475";"MOSSÂMEDES";"GO";1
"5476";"MOZARLÂNDIA";"GO";1
"5477";"MUNDO NOVO";"GO";1
"5478";"MUTUNÓPOLIS";"GO";1
"5479";"NAZÁRIO";"GO";1
"5480";"NERÓPOLIS";"GO";1
"5481";"NIQUELÂNDIA";"GO";1
"5482";"NOVA AMÉRICA";"GO";1
"5483";"NOVA AURORA";"GO";1
"5484";"NOVA CRIXÁS";"GO";1
"5485";"NOVA GLÓRIA";"GO";1
"5486";"NOVA IGUAÇU DE GOIÁS";"GO";1
"5487";"NOVA ROMA";"GO";1
"5488";"NOVA VENEZA";"GO";1
"5489";"NOVO BRASIL";"GO";1
"5490";"NOVO GAMA";"GO";1
"5491";"NOVO PLANALTO";"GO";1
"5492";"ORIZONA";"GO";1
"5493";"OURO VERDE DE GOIÁS";"GO";1
"5494";"OUVIDOR";"GO";1
"5495";"PADRE BERNARDO";"GO";1
"5496";"PALESTINA DE GOIÁS";"GO";1
"5497";"PALMEIRAS DE GOIÁS";"GO";1
"5498";"PALMELO";"GO";1
"5499";"PALMINÓPOLIS";"GO";1
"5500";"PANAMÁ";"GO";1
"5501";"PARANAIGUARA";"GO";1
"5502";"PARAÚNA";"GO";1
"5503";"PEROLÂNDIA";"GO";1
"5504";"PETROLINA DE GOIÁS";"GO";1
"5505";"PILAR DE GOIÁS";"GO";1
"5506";"PIRACANJUBA";"GO";1
"5507";"PIRANHAS";"GO";1
"5508";"PIRENÓPOLIS";"GO";1
"5509";"PIRES DO RIO";"GO";1
"5510";"PLANALTINA";"GO";1
"5511";"PONTALINA";"GO";1
"5512";"PORANGATU";"GO";1
"5513";"PORTEIRÃO";"GO";1
"5514";"PORTELÂNDIA";"GO";1
"5515";"POSSE";"GO";1
"5516";"PROFESSOR JAMIL";"GO";1
"5517";"QUIRINÓPOLIS";"GO";1
"5518";"RIALMA";"GO";1
"5519";"RIANÁPOLIS";"GO";1
"5520";"RIO QUENTE";"GO";1
"5521";"RIO VERDE";"GO";1
"5522";"RUBIATABA";"GO";1
"5523";"SANCLERLÂNDIA";"GO";1
"5524";"SANTA BÁRBARA DE GOIÁS";"GO";1
"5525";"SANTA CRUZ DE GOIÁS";"GO";1
"5526";"SANTA FÉ DE GOIÁS";"GO";1
"5527";"SANTA HELENA DE GOIÁS";"GO";1
"5528";"SANTA ISABEL";"GO";1
"5529";"SANTA RITA DO ARAGUAIA";"GO";1
"5530";"SANTA RITA DO NOVO DESTINO";"GO";1
"5531";"SANTA ROSA DE GOIÁS";"GO";1
"5532";"SANTA TEREZA DE GOIÁS";"GO";1
"5533";"SANTA TEREZINHA DE GOIÁS";"GO";1
"5534";"SANTO ANTÔNIO DA BARRA";"GO";1
"5535";"SANTO ANTÔNIO DE GOIÁS";"GO";1
"5536";"SANTO ANTÔNIO DO DESCOBERTO";"GO";1
"5537";"SÃO DOMINGOS";"GO";1
"5538";"SÃO FRANCISCO DE GOIÁS";"GO";1
"5539";"SÃO JOÃO DA PARAÚNA";"GO";1
"5540";"SÃO JOÃO D'ALIANÇA";"GO";1
"5541";"SÃO LUÍS DE MONTES BELOS";"GO";1
"5542";"SÃO LUIZ DO NORTE";"GO";1
"5543";"SÃO MIGUEL DO ARAGUAIA";"GO";1
"5544";"SÃO MIGUEL DO PASSA QUATRO";"GO";1
"5545";"SÃO PATRÍCIO";"GO";1
"5546";"SÃO SIMÃO";"GO";1
"5547";"SENADOR CANEDO";"GO";1
"5548";"SERRANÓPOLIS";"GO";1
"5549";"SILVÂNIA";"GO";1
"5550";"SIMOLÂNDIA";"GO";1
"5551";"SÍTIO D'ABADIA";"GO";1
"5552";"TAQUARAL DE GOIÁS";"GO";1
"5553";"TERESINA DE GOIÁS";"GO";1
"5554";"TEREZÓPOLIS DE GOIÁS";"GO";1
"5555";"TRÊS RANCHOS";"GO";1
"5556";"TRINDADE";"GO";1
"5557";"TROMBAS";"GO";1
"5558";"TURVÂNIA";"GO";1
"5559";"TURVELÂNDIA";"GO";1
"5560";"UIRAPURU";"GO";1
"5561";"URUAÇU";"GO";1
"5562";"URUANA";"GO";1
"5563";"URUTAÍ";"GO";1
"5564";"VALPARAÍSO DE GOIÁS";"GO";1
"5565";"VARJÃO";"GO";1
"5566";"VIANÓPOLIS";"GO";1
"5567";"VICENTINÓPOLIS";"GO";1
"5568";"VILA BOA";"GO";1
"5569";"VILA PROPÍCIO";"GO";1
"5570";"BRASÍLIA";"DF";1
